,id,address,price,type,bed,sqft,walk,transit,bike,zipcode
548,62,"903 Lehman St D, Houston, TX 77018",434900,Single family residence,3,1857,42,44,40,77018
549,72,"902 Cordell St A, Houston, TX 77009",975000,Single family residence,5,3009,63,57,73,77009
550,0,"3614 Canvasback Ln, Houston, TX 77047",270000,Single family residence,3,1658,16,0,40,77047
551,0,"906 Pear Tree Ln, Houston, TX 77073",230000,Single family residence,3,2101,22,35,33,77073
552,37,"4512 Old Yale St A, Houston, TX 77018",399900,Single family residence,3,1541,54,47,71,77018
553,0,"14911 Indian Quail Cir, Houston, TX 77095",299000,Single family residence,4,2282,34,0,40,77095
554,0,"11117 Beinhorn Rd, Houston, TX 77024",6300000,Single family residence,9,15148,37,25,37,77024
555,15,"250 W Spreading Oak Dr, Houston, TX 77076",258000,Single family residence,4,1611,42,43,41,77076
556,0,"5415 Cairnleigh Dr, Houston, TX 77084",255000,Single family residence,3,1828,13,0,32,77084
557,15,"1926 Cochran St, Houston, TX 77009",409900,Single family residence,3,1695,72,55,62,77009
558,0,"16915 Waycreek Rd, Houston, TX 77068",275000,Single family residence,4,3318,24,0,33,77068
559,70,"3223 Boxelder Dr, Houston, TX 77082",279999,Single family residence,3,1963,46,29,39,77082
560,13,"2015 King St, Houston, TX 77026",165000,Single family residence,2,1308,14,40,31,77026
561,62,"4103 Donna Lynn Dr, Houston, TX 77092",299999,Ranch,3,1714,31,39,58,77092
562,9,"9233 Forest View St, Houston, TX 77078",179500,Ranch,3,1332,24,36,60,77078
563,30,"1422 Willow Rock Rd, Houston, TX 77088",199999,Single family residence,3,1038,26,34,44,77088
564,0,"16430 Regal Exeter Dr, Houston, TX 77073",279000,Single family residence,4,2092,37,20,36,77073
565,37,"4510 Old Yale St A, Houston, TX 77018",395900,Single family residence,3,1468,54,47,71,77018
566,43,"10618 Duane St, Houston, TX 77047",166000,Single family residence,3,882,46,36,52,77047
567,0,"10127 White Oak Trail Ln, Houston, TX 77064",449999,Single family residence,5,4107,36,0,31,77064
568,0,"7918 Battleoak Dr, Houston, TX 77040",269995,Single family residence,3,1161,8,0,28,77040
569,9,"9230 Arvin St, Houston, TX 77028",225000,Single family residence,4,1520,46,43,45,77028
570,0,"13602 Mansor Dr, Houston, TX 77041",365000,Single family residence,4,2728,43,0,40,77041
571,80,"3031 Poplar Valley Way, Kingwood, TX 77345",514900,Single family residence,4,2858,33,0,33,77345
572,63,"4306 Fernwood Dr, Houston, TX 77021",425000,Single family residence,3,1968,52,55,90,77021
573,72,"4950 White Oak Dr, Houston, TX 77007",481000,Single family residence,4,2698,83,44,83,77007
574,70,"13706 Sandford Lake Cir, Houston, TX 77077",1325000,Single family residence,5,4812,29,41,39,77077
575,34,"11407 Montverde Ln, Houston, TX 77099",269900,Single family residence,3,1454,43,27,53,77099
576,58,"13323 Southpoint Ln, Houston, TX 77034",272000,Single family residence,3,1804,9,0,28,77034
577,0,"2905 Mooney Rd, Houston, TX 77093",179900,Ranch,3,1102,29,24,45,77093
578,30,"6427 Highland Pine Ln, Houston, TX 77091",345000,Single family residence,3,2088,28,37,33,77091
579,83,"8507 San Juanico St, Houston, TX 77044",589990,Single family residence,4,3043,0,0,25,77044
580,72,"1310 E 28th St, Houston, TX 77009",549900,Single family residence,3,2346,66,49,63,77009
581,72,"1538 W 23rd St D, Houston, TX 77008",455000,Single family residence,3,2334,72,36,62,77008
582,71,"1323 Ella Pl, Houston, TX 77008",439900,Single family residence,3,2433,50,35,47,77008
583,0,"2414 Colton Hollow Dr, Houston, TX 77067",205000,Single family residence,3,1454,14,0,30,77067
584,54,"2710 Hullsmith Dr 1303, Houston, TX 77063",259900,Townhouse,2,1501,75,51,48,77063
585,77,"2674 Sailboat Dr, Houston, TX 77058",389000,Townhouse,3,2855,23,0,36,77058
586,85,"5437 Larkin St, Houston, TX 77007",460000,Townhouse,3,1917,69,41,52,77007
587,77,"17824 Kings Park Ln, Houston, TX 77058",180000,Townhouse,2,1350,36,26,50,77058
588,39,"6200 W Tidwell Rd APT 305, Houston, TX 77092",65000,Townhouse,2,1133,30,37,35,77092
589,54,"3951 Tanglewilde St, Houston, TX 77063",149900,Townhouse,2,1341,71,47,57,77063
590,85,"3814 Center St, Houston, TX 77007",402000,Townhouse,3,1524,75,46,66,77007
591,58,"12220 Beamer Rd, Houston, TX 77089",179000,Townhouse,2,1318,47,28,40,77089
592,0,"5747 Easthampton Dr UNIT D, Houston, TX 77039",115000,Townhouse,3,1511,31,33,43,77039
593,54,"5630 Fairdale Ln APT 1, Houston, TX 77057",318000,Townhouse,3,2226,80,51,50,77057
594,85,"6036 Kansas St, Houston, TX 77007",474900,Townhouse,3,2022,29,39,37,77007
595,0,"17108 Beaver Springs Dr 8, Houston, TX 77090",168000,Townhouse,2,1440,77,34,50,77090
596,78,"1215 Marconi St A, Houston, TX 77019",515000,Townhouse,3,2358,78,42,66,77019
597,56,"3415 Robin Rose Ln, Houston, TX 77080",425000,Townhouse,3,1922,3,32,28,77080
598,34,"10501 South Dr APT 298, Houston, TX 77099",78000,Townhouse,1,768,40,30,37,77099
599,39,"6200 W Tidwell Rd APT 1305, Houston, TX 77092",114000,Townhouse,2,1134,30,37,35,77092
600,34,"8507 Wilcrest Dr, Houston, TX 77099",135000,Townhouse,2,1428,53,45,42,77099
601,54,"9460 Briar Forest Dr, Houston, TX 77063",550000,Townhouse,3,2059,38,34,39,77063
602,0,"7903 Bachwood Dr, Houston, TX 77040",305000,Townhouse,3,2332,47,0,41,77040
603,68,"11506 Village Place Dr 106, Houston, TX 77077",225000,Townhouse,2,1812,69,48,51,77077
604,78,"1004 La Rue St, Houston, TX 77019",396000,Townhouse,2,1931,88,51,67,77019
605,85,"1309 Bingham St UNIT A, Houston, TX 77007",390000,Townhouse,3,2177,66,65,81,77007
606,34,"7238 S Dairy Ashford Rd, Houston, TX 77072",194700,Townhouse,3,1824,32,40,35,77072
607,78,"1340 Fairview Ave, Houston, TX 77006",495000,Townhouse,2,2768,92,52,73,77006
608,60,"10762 Craighead Dr, Houston, TX 77025",420000,Townhouse,3,2050,28,37,38,77025
609,76,"5524 Beverlyhill St APT 1, Houston, TX 77056",219000,Townhouse,2,1300,79,53,48,77056
610,88,"2418 Dorrington St SUITE B, Houston, TX 77030",430000,Townhouse,2,2195,77,63,77,77030
611,34,"8536 Dairy View Ln, Houston, TX 77072",185000,Townhouse,3,1566,42,41,43,77072
612,20,"8723 Bryam St, Houston, TX 77061",254900,Townhouse,3,2025,33,36,34,77061
613,69,"2823 Albany St, Houston, TX 77006",497900,Townhouse,3,2591,91,71,69,77006
614,63,"2533 Calumet St, Houston, TX 77004",410000,Townhouse,3,2060,60,48,78,77004
615,14,"9117 Imogene St 117, Houston, TX 77036",120000,Townhouse,2,980,50,45,41,77036
616,28,"215 Riley Ln, Houston, TX 77003",380000,Townhouse,3,2039,67,69,76,77003
617,19,"7018 Woodridge Square Dr, Houston, TX 77087",234900,Townhouse,2,1448,74,34,51,77087
618,54,"8800 Woodway Dr APT 8, Houston, TX 77063",849500,Townhouse,3,5450,48,46,44,77063
619,67,"2818 Capitol St, Houston, TX 77003",435000,Townhouse,3,2185,62,64,83,77003
620,82,"727 Bunker Hill Rd APT 104, Houston, TX 77024",500000,Townhouse,4,2632,41,31,56,77024
621,34,"12984 Greenway Chase Ct 2984, Houston, TX 77072",165900,Townhouse,2,1803,61,38,47,77072
622,78,"606 W Pierce St, Houston, TX 77019",524000,Townhouse,3,2717,85,56,66,77019
623,70,"2865 Westhollow Dr UNIT 107, Houston, TX 77082",290000,Townhouse,4,2583,39,38,38,77082
624,44,"7575 Cambridge St APT 1703, Houston, TX 77054",162000,Townhouse,1,1192,40,51,66,77054
625,67,"721 Delano St, Houston, TX 77003",489500,Townhouse,3,2811,62,64,83,77003
626,78,"1614 Norfolk St APT B, Houston, TX 77006",679900,Townhouse,3,2822,83,52,64,77006
627,76,"2601 Augusta Dr APT 13, Houston, TX 77057",219000,Townhouse,2,1254,83,49,50,77057
628,88,"5914 Kirby Dr, Houston, TX 77005",675000,Townhouse,3,2385,88,46,72,77005
629,82,"13070 Trail Hollow Dr 7, Houston, TX 77079",299999,Townhouse,4,2274,57,34,46,77079
630,34,"3972 Belle Park Dr, Houston, TX 77072",139000,Townhouse,2,1380,29,27,38,77072
631,48,"9850 Pagewood Ln APT 107, Houston, TX 77042",179800,Townhouse,2,1520,59,49,53,77042
632,0,"14422 Mooreview Ln, Houston, TX 77014",217000,Townhouse,3,1522,51,29,40,77014
633,48,"2911 Meadowglen Crst, Houston, TX 77082",297000,Townhouse,4,2328,59,47,45,77082
634,82,"201 Vanderpool Ln APT 137, Houston, TX 77024",729900,Townhouse,3,3726,49,41,32,77024
635,78,"3300 Taft St UNIT B, Houston, TX 77006",605000,Townhouse,3,3150,90,65,77,77006
636,76,"2513 Potomac Dr UNIT B, Houston, TX 77057",580000,Townhouse,3,2126,74,50,59,77057
637,82,"727 Bunker Hill Rd APT 112, Houston, TX 77024",315000,Townhouse,3,2016,41,31,56,77024
638,54,"5615 Winsome Ln UNIT C, Houston, TX 77057",469000,Townhouse,4,2996,74,51,51,77057
639,82,"15600 Barkers Landing Rd APT 12, Houston, TX 77079",650000,Townhouse,3,3411,38,27,60,77079
640,76,"48 Milan Ests, Houston, TX 77056",560000,Townhouse,3,2494,80,53,58,77056
641,78,"1614-1614 Norfolk St A, Houston, TX 77006",819000,Townhouse,3,3337,83,52,64,77006
642,0,"8314 Lamond Ln, Houston, TX 77095",242000,Townhouse,3,1637,29,0,36,77095
643,34,"7834 Windward Passage St, Houston, TX 77072",195000,Townhouse,4,1412,23,41,32,77072
644,39,"6200 W Tidwell Rd APT 2103, Houston, TX 77092",70000,Townhouse,2,1133,30,37,35,77092
645,69,"506 Anita St, Houston, TX 77006",899900,Townhouse,2,2921,92,74,70,77006
646,76,"5917 Valley Forge Dr APT C, Houston, TX 77057",525000,Townhouse,3,2800,66,38,52,77057
647,76,"5807 Valley Forge Dr 97, Houston, TX 77057",500000,Townhouse,3,1722,65,39,51,77057
648,76,"2206 Potomac Dr C, Houston, TX 77057",550000,Townhouse,3,2581,75,44,50,77057
649,76,"8638 Oakford Dr, Houston, TX 77024",679990,Townhouse,3,3011,35,56,49,77024
650,68,"456 Wilcrest Dr, Houston, TX 77042",229000,Townhouse,2,1740,19,29,50,77042
651,85,"6514 Minola St, Houston, TX 77007",850000,Townhouse,4,3244,55,39,50,77007
652,79,"1608 W Webster St UNIT B, Houston, TX 77019",575000,Townhouse,3,2674,85,70,64,77019
653,82,"144 Sugarberry Cir, Houston, TX 77024",549000,Townhouse,3,3030,19,32,25,77024
654,30,"7414 Mount St, Houston, TX 77088",230000,Townhouse,3,1669,30,41,39,77088
655,82,"201 Vanderpool Ln APT 124, Houston, TX 77024",553900,Townhouse,4,2760,49,41,32,77024
656,79,"2020 Mason St, Houston, TX 77006",495000,Townhouse,3,2193,87,67,68,77006
657,78,"542 Bomar St, Houston, TX 77006",525000,Townhouse,3,2280,87,57,69,77006
658,79,"17 Robita St, Houston, TX 77019",749000,Townhouse,3,3298,70,60,78,77019
659,54,"1716 S Gessner Rd, Houston, TX 77063",323000,Townhouse,2,2002,44,43,47,77063
660,63,"2012 Rosedale St APT B, Houston, TX 77004",499000,Townhouse,3,2982,73,58,65,77004
661,68,"2100 Wilcrest Dr APT 132, Houston, TX 77042",138000,Townhouse,2,1200,62,42,62,77042
662,78,"605 W Polk St A, Houston, TX 77019",546186,Townhouse,3,2494,84,54,62,77019
663,30,"7410 Mount St, Houston, TX 77088",230000,Townhouse,3,1669,30,41,39,77088
664,34,"7267 Cook Rd, Houston, TX 77072",145000,Townhouse,2,992,48,39,40,77072
665,82,"9031 Briar Forest Dr, Houston, TX 77024",570000,Townhouse,3,2684,19,34,16,77024
666,72,"603-603 Link Rd G, Houston, TX 77009",409900,Townhouse,3,1805,72,55,80,77009
667,76,"5000 Longmont Dr APT 9, Houston, TX 77056",875000,Townhouse,3,3053,69,45,53,77056
668,30,"2626 W Tidwell Rd B, Houston, TX 77091",339000,Townhouse,3,1642,9,30,30,77091
669,54,"5907 Winsome Ln E, Houston, TX 77057",855000,Townhouse,3,3108,85,50,64,77057
670,22,"4101 Maggie St 8, Houston, TX 77051",350000,Townhouse,3,1780,50,45,50,77051
671,22,"4101 Maggie St 6, Houston, TX 77051",350000,Townhouse,3,1780,50,45,50,77051
672,76,"1917 Potomac Dr UNIT C, Houston, TX 77057",825000,Townhouse,3,3556,75,35,50,77057
673,85,"4216 Spencer St, Houston, TX 77007",545000,Townhouse,3,2001,78,48,66,77007
674,66,"1701 Upland Dr APT 150, Houston, TX 77043",1000000,Townhouse,2,1210,25,29,48,77043
675,66,"1701 Upland Dr APT 148, Houston, TX 77043",1000000,Townhouse,2,1210,25,29,48,77043
676,68,"638 Wilcrest Dr, Houston, TX 77042",247000,Townhouse,2,1740,40,28,50,77042
677,70,"13687 Garden Grove Ct, Houston, TX 77082",260000,Townhouse,3,2079,26,35,37,77082
678,44,"8055 Cambridge St APT 35, Houston, TX 77054",145000,Townhouse,2,888,46,49,87,77054
679,34,"12255 Sharpview Dr 205, Houston, TX 77072",150000,Townhouse,3,1136,55,38,42,77072
680,35,"6122 W Airport Blvd, Houston, TX 77035",158000,Townhouse,2,1296,19,40,43,77035
681,34,"11000 Kinghurst Dr UNIT 106, Houston, TX 77099",68950,Townhouse,2,1008,31,26,45,77099
682,76,"2421 Potomac Dr UNIT C, Houston, TX 77057",435000,Townhouse,3,2113,74,50,59,77057
683,85,"2209 Sandman St, Houston, TX 77007",449000,Townhouse,3,2452,73,39,68,77007
684,39,"5625 Antoine Dr 309, Houston, TX 77092",64900,Townhouse,2,1131,58,40,49,77092
685,44,"7901 Cambridge St APT 23, Houston, TX 77054",125000,Townhouse,1,627,40,50,86,77054
686,86,"3433 Westheimer Rd PENTHOUSE 19W, Houston, TX 77027",6900000,Condominium,4,6200,69,48,48,77027
687,76,"5150 Hidalgo St UNIT 304, Houston, TX 77056",310000,Condominium,2,1427,76,54,50,77056
688,6,"9350 Country Creek Dr APT 50, Houston, TX 77036",64500,Townhouse,1,684,71,42,48,77036
689,34,"9797 Leawood Blvd APT 705, Houston, TX 77099",89900,Townhouse,2,1068,66,39,41,77099
690,6,"10211 Sugar Branch Dr APT 410, Houston, TX 77036",100000,Townhouse,2,1002,46,43,42,77036
691,76,"909 Silber Rd APT 24D, Houston, TX 77024",110000,Townhouse,1,594,56,50,49,77024
692,35,"8100 Creekbend Dr APT 161, Houston, TX 77071",69000,Townhouse,2,937,37,41,41,77071
693,78,"101 Stratford St APT 207, Houston, TX 77006",186500,Townhouse,2,868,91,73,69,77006
694,76,"2001 Bering Dr APT 15G, Houston, TX 77057",165000,Townhouse,1,957,55,45,48,77057
695,76,"1409 Post Oak Blvd UNIT 2204, Houston, TX 77056",1199500,Condominium,3,2826,87,48,50,77056
696,16,"17230 Imperial Valley Dr APT 70, Houston, TX 77060",105000,Townhouse,2,1276,62,53,68,77060
697,35,"8100 Creekbend Dr APT 101, Houston, TX 77071",89000,Townhouse,3,1182,37,41,41,77071
698,76,"3350 McCue Rd APT 1002, Houston, TX 77056",399000,Condominium,2,1955,64,54,45,77056
699,82,"781 Country Place Dr APT 1019, Houston, TX 77079",135000,Townhouse,3,1764,79,27,50,77079
700,39,"5625 Antoine Dr APT 606, Houston, TX 77091",49995,Townhouse,1,725,58,40,49,77091
701,79,"1717 W Webster St UNIT E, Houston, TX 77019",675000,Townhouse,3,2719,87,66,66,77019
702,76,"3505 Sage Rd UNIT 602, Houston, TX 77056",350000,Condominium,2,1357,64,55,47,77056
703,86,"5200 Weslayan St APT A314, Houston, TX 77005",239000,Townhouse,2,1080,83,45,64,77005
704,88,"2400 N Braeswood Blvd APT 109, Houston, TX 77030",259000,Townhouse,2,2264,73,56,88,77030
705,85,"4336 Center St, Houston, TX 77007",380000,Townhouse,3,1942,77,49,58,77007
706,66,"1403 Blalock Rd APT 1, Houston, TX 77055",139900,Townhouse,2,1276,67,35,67,77055
707,44,"2300 Old Spanish Trl APT 2083, Houston, TX 77054",159900,Townhouse,1,907,50,49,63,77054
708,54,"2230 S Piney Point Rd APT 221, Houston, TX 77063",140000,Townhouse,1,611,39,46,36,77063
709,82,"12633 Memorial Dr APT 131, Houston, TX 77024",229000,Townhouse,3,1152,32,37,35,77024
710,67,"2205 McKinney St APT 403, Houston, TX 77003",199000,Condominium,1,789,82,88,70,77003
711,72,"4200 Watson St APT 201, Houston, TX 77009",200000,Townhouse,1,663,72,49,57,77009
712,0,"16800 Sugar Pine Dr APT D28, Houston, TX 77090",149000,Townhouse,2,1476,48,32,41,77090
713,68,"11201 Lynbrook Dr APT 3508, Houston, TX 77042",149500,Townhouse,2,1108,53,35,57,77042
714,44,"8055 Cambridge St APT 63, Houston, TX 77054",137700,Townhouse,2,975,46,49,87,77054
715,76,"7555 Katy Fwy APT 135, Houston, TX 77024",156000,Townhouse,1,925,38,58,45,77024
716,69,"2216 Chenevert St UNIT 11, Houston, TX 77003",254900,Townhouse,2,1517,73,73,63,77003
717,20,"8100 Leonora St APT N5, Houston, TX 77061",70000,Townhouse,2,1431,66,49,56,77061
718,76,"5001 Woodway Dr UNIT 404, Houston, TX 77056",600000,Condominium,3,1924,48,44,47,77056
719,48,"10001 Westpark Dr APT 67, Houston, TX 77042",109995,Townhouse,2,1052,81,47,54,77042
720,76,"1111 Bering Dr UNIT 1303A, Houston, TX 77057",549000,Condominium,3,3494,72,38,63,77057
721,76,"7555 Katy Fwy APT 136, Houston, TX 77024",145000,Townhouse,1,1018,38,58,45,77024
722,54,"1921 Stoney Brook Dr, Houston, TX 77063",289990,Townhouse,3,2044,73,36,50,77063
723,69,"2000 Bagby St APT 9413, Houston, TX 77002",300000,Condominium,1,1346,89,83,56,77002
724,81,"3809 N Braeswood Blvd APT 14, Houston, TX 77025",175000,Townhouse,2,1216,55,42,73,77025
725,14,"6161 Reims Rd APT 920, Houston, TX 77036",90000,Townhouse,2,876,64,45,51,77036
726,86,"2929 Buffalo Speedway A108, Houston, TX 77098",399000,Condominium,2,2834,85,53,52,77098
727,0,"14777 Wunderlich Dr APT 708, Houston, TX 77069",145000,Townhouse,1,1055,29,18,35,77069
728,39,"8034 Antoine Dr APT 130, Houston, TX 77088",72995,Townhouse,2,1002,41,35,39,77088
729,67,"1211 Caroline St 808, Houston, TX 77002",459900,Townhouse,2,989,90,88,64,77002
730,82,"515 Tallowood Rd UNIT 63, Houston, TX 77024",285000,Townhouse,3,1440,61,43,51,77024
731,14,"6500 Harbor Town Dr APT 3106, Houston, TX 77036",120000,Townhouse,2,1108,27,49,42,77036
732,78,"3231 Allen Pkwy APT 1106, Houston, TX 77019",218900,Townhouse,1,580,81,53,92,77019
733,76,"1111 Bering Dr UNIT 1102, Houston, TX 77057",314999,Condominium,2,1452,66,40,54,77057
734,50,"2814 S Bartell Dr APT 211, Houston, TX 77054",74900,Townhouse,1,700,52,35,45,77054
735,78,"811 Lovett Blvd APT 12, Houston, TX 77006",345000,Townhouse,2,1275,93,60,77,77006
736,15,"201 W Rosamond St APT 3, Houston, TX 77076",99000,Townhouse,2,864,51,41,37,77076
737,86,"3302 Audley St SUITE 122, Houston, TX 77098",399000,Townhouse,2,1608,86,54,56,77098
738,68,"1409 Chardonnay Dr, Houston, TX 77077",150000,Townhouse,3,1941,23,32,54,77077
739,34,"10555 Turtlewood Ct UNIT 1907, Houston, TX 77072",145000,Townhouse,2,946,46,43,60,77072
740,78,"1010 Rosine St APT 306, Houston, TX 77019",330000,Condominium,2,1300,86,52,76,77019
741,68,"1515 Sandy Springs Rd 2801, Houston, TX 77042",139900,Townhouse,1,893,58,32,57,77042
742,69,"2216 Chenevert St UNIT 9, Houston, TX 77003",234995,Townhouse,2,1655,73,73,63,77003
743,76,"2300 Augusta Dr APT 15, Houston, TX 77057",175000,Townhouse,2,1028,82,47,50,77057
744,84,"2111 Welch St APT A211, Houston, TX 77019",337900,Townhouse,2,1252,79,48,60,77019
745,82,"515 Tallowood Rd UNIT 51, Houston, TX 77024",309000,Townhouse,3,1440,61,43,51,77024
746,44,"2626 Holly Hall St APT 506, Houston, TX 77054",91000,Townhouse,1,664,52,41,73,77054
747,50,"2826 S Bartell Dr APT 34, Houston, TX 77054",87500,Townhouse,2,825,59,38,46,77054
748,84,"2200 Willowick Rd UNIT 10K, Houston, TX 77027",325000,Condominium,1,1025,74,46,50,77027
749,75,"2001 Holcombe Blvd UNIT 3505, Houston, TX 77030",525000,Condominium,2,1250,47,59,88,77030
750,48,"3075 Walnut Bend Ln APT 38, Houston, TX 77042",95000,Townhouse,2,765,60,48,46,77042
751,76,"3525 Sage Rd APT 802, Houston, TX 77056",177990,Condominium,1,794,61,55,47,77056
752,72,"2520 Houston Ave 602A, Houston, TX 77009",849000,Condominium,2,1793,64,55,66,77009
753,87,"1701 Hermann Dr 34L, Houston, TX 77004",1119000,Condominium,3,2082,56,61,72,77004
754,69,"2700 Albany St APT 2C, Houston, TX 77006",350000,Condominium,1,800,89,71,67,77006
755,67,"705 Main St UNIT 303, Houston, TX 77002",205000,Condominium,1,784,99,88,64,77002
756,54,"2800 Jeanetta St APT 704, Houston, TX 77063",92500,Townhouse,1,640,52,51,47,77063
757,44,"2121 Hepburn St APT 719, Houston, TX 77054",97900,Townhouse,1,680,45,44,75,77054
758,76,"3525 Sage Rd APT 616, Houston, TX 77056",230000,Condominium,2,1095,61,55,47,77056
759,54,"9568 Windswept Ln, Houston, TX 77063",157000,Townhouse,3,1402,66,48,44,77063
760,76,"5005 Hidalgo St UNIT 602, Houston, TX 77056",1195000,Condominium,3,3308,78,54,60,77056
761,76,"1901 Post Oak Blvd APT 3406, Houston, TX 77056",249900,Condominium,1,982,89,52,50,77056
762,76,"1100 Uptown Park Blvd UNIT 244, Houston, TX 77056",2200000,Condominium,3,4885,66,46,49,77056
763,39,"6200 W Tidwell Rd APT 402, Houston, TX 77092",80000,Townhouse,2,1133,30,37,35,77092
764,86,"5220 Weslayan St, Houston, TX 77005",226750,Townhouse,2,1080,83,45,64,77005
765,86,"15 Greenway Plz UNIT 6C, Houston, TX 77046",370000,Condominium,2,1262,82,46,57,77046
766,44,"3218 Holly Hall St 3218, Houston, TX 77054",198000,Townhouse,2,1600,37,39,58,77054
767,76,"3525 Sage Rd APT 318, Houston, TX 77056",175000,Condominium,1,776,61,55,47,77056
768,34,"9700 Leawood Blvd 8/807, Houston, TX 77099",75000,Townhouse,1,776,62,39,41,77099
769,34,"8405 Wilcrest Dr APT 1603, Houston, TX 77072",70000,Condominium,2,834,43,44,41,77072
770,76,"2625 Marilee Ln APT 2, Houston, TX 77057",139900,Townhouse,2,916,69,50,50,77057
771,64,"6804 Westview Dr 2408, Houston, TX 77055",449771,Condominium,2,1702,54,41,54,77055
772,14,"9400 Bellaire Blvd UNIT 203, Houston, TX 77036",228800,Townhouse,2,1062,79,44,63,77036
773,76,"1409 Post Oak Blvd UNIT 2301, Houston, TX 77056",1550000,Condominium,4,3079,87,48,50,77056
774,67,"1111 Caroline St APT 2814, Houston, TX 77010",450000,Condominium,1,972,91,100,77,77010
775,76,"5150 Hidalgo St UNIT 1004, Houston, TX 77056",350000,Condominium,2,1427,76,54,50,77056
776,84,"2200 Willowick Rd UNIT 11F, Houston, TX 77027",369000,Condominium,1,1025,74,46,50,77027
777,35,"12500 Sandpiper Dr APT 34, Houston, TX 77035",75000,Townhouse,2,966,49,41,43,77035
778,34,"9700 Leawood Blvd APT 1411, Houston, TX 77099",96500,Townhouse,2,1068,62,39,41,77099
779,44,"2300 Old Spanish Trl APT 2066, Houston, TX 77054",155000,Townhouse,1,838,50,49,63,77054
780,39,"6200 W Tidwell Rd APT 2708, Houston, TX 77092",83000,Townhouse,3,1373,30,37,35,77092
781,76,"3388 Sage Rd UNIT 902, Houston, TX 77056",650000,Condominium,3,2155,69,55,50,77056
782,54,"5801 Winsome Ln UNIT 202, Houston, TX 77057",244000,Townhouse,1,1317,83,51,50,77057
783,63,"5925 Almeda Rd UNIT 12908, Houston, TX 77004",649000,Condominium,3,1836,66,52,69,77004
784,76,"3505 Sage Rd UNIT 2309, Houston, TX 77056",346300,Condominium,2,1422,64,55,47,77056
785,76,"5532 Beverlyhill St APT 2, Houston, TX 77056",275000,Townhouse,2,1428,79,53,48,77056
786,76,"4950 Woodway Dr UNIT 406, Houston, TX 77056",395000,Condominium,2,2031,45,43,46,77056
787,76,"5150 Hidalgo St UNIT 904, Houston, TX 77056",325000,Condominium,2,1427,76,54,50,77056
788,76,"1901 S Voss Rd APT 33, Houston, TX 77057",210000,Townhouse,2,1156,82,33,50,77057
789,64,"6804 Westview Dr 1403, Houston, TX 77055",430860,Condominium,2,1869,54,41,54,77055
790,54,"3600 Jeanetta St APT 105, Houston, TX 77063",180000,Townhouse,2,1036,68,42,53,77063
791,76,"1901 Post Oak Blvd APT 508, Houston, TX 77056",354900,Condominium,1,1137,89,52,50,77056
792,76,"3505 Sage Rd UNIT 102, Houston, TX 77056",289900,Condominium,2,1357,64,55,47,77056
793,86,"2727 Kirby Dr APT 16C, Houston, TX 77098",1300000,Condominium,2,1835,93,53,57,77098
794,86,"2727 Kirby Dr 18I, Houston, TX 77098",3500000,Condominium,3,4427,93,53,57,77098
795,34,"6955 Turtlewood Dr 515, Houston, TX 77072",346500,Townhouse,2,918,59,41,67,77072
796,64,"6804 Westview Dr 1301, Houston, TX 77055",410196,Condominium,2,1702,54,41,54,77055
797,76,"3525 Sage Rd APT 1110, Houston, TX 77056",239000,Condominium,2,1095,61,55,47,77056
798,52,"7134 Mapleridge St UNIT 3E, Houston, TX 77081",268000,Condominium,2,1379,81,51,53,77081
799,34,"9700 Leawood Blvd 1/104, Houston, TX 77099",73500,Townhouse,1,776,62,39,41,77099
800,44,"1711 Old Spanish Trl APT 335, Houston, TX 77054",285000,Condominium,2,1293,67,69,69,77054
801,76,"5150 Hidalgo St UNIT 405, Houston, TX 77056",399000,Condominium,2,1449,76,54,50,77056
802,76,"3525 Sage Rd APT 716, Houston, TX 77056",245000,Condominium,2,1095,61,55,47,77056
803,64,"6804 Westview Dr 1305, Houston, TX 77055",412963,Condominium,2,1529,54,41,54,77055
804,76,"1409 Post Oak Blvd 1304, Houston, TX 77056",1235000,Condominium,3,2826,87,48,50,77056
805,15,"201 W Rosamond St APT 25, Houston, TX 77076",99000,Townhouse,1,864,51,41,37,77076
806,76,"1600 Post Oak Blvd UNIT 1302, Houston, TX 77056",614900,Condominium,2,1502,90,49,50,77056
807,76,"3350 McCue Rd 702, Houston, TX 77056",379000,Condominium,2,1955,64,54,45,77056
808,86,"15 Greenway Plz UNIT 11F, Houston, TX 77046",395000,Condominium,2,1681,82,46,57,77046
809,84,"49 Briar Hollow Ln UNIT 206, Houston, TX 77027",639000,Condominium,2,1753,58,34,56,77027
810,34,"6955 Turtlewood Dr 105, Houston, TX 77072",378000,Condominium,2,1210,59,41,67,77072
811,14,"9400 Bellaire Blvd UNIT 205, Houston, TX 77036",229900,Townhouse,2,1062,79,44,63,77036
812,15,"201 W Rosamond St APT 55, Houston, TX 77076",99000,Townhouse,1,864,51,41,37,77076
813,15,"201 W Rosamond St APT 13, Houston, TX 77076",151200,Townhouse,3,1320,51,41,37,77076
814,76,"3525 Sage Rd APT 606, Houston, TX 77056",172000,Condominium,1,834,61,55,47,77056
815,76,"3525 Sage Rd APT 607, Houston, TX 77056",183000,Condominium,1,834,61,55,47,77056
816,84,"2240 Mimosa Dr PENTHOUSE 8E, Houston, TX 77019",4950000,Condominium,3,3464,70,48,56,77019
817,86,"2710 Steel St 605, Houston, TX 77098",2250000,Condominium,2,2702,92,53,57,77098
