address,price,type,bed,sqft,walk,transit,bike
"11823 Canyon Mills Dr, Houston, TX 77095","$619,000",Single family residence,4 ,"3,746",17,0,N/A
"4306 Fernwood Dr, Houston, TX 77021","$425,000",Single family residence,3 ,"1,968",52,55,90
"4950 White Oak Dr, Houston, TX 77007","$481,000",Single family residence,4 ,"2,698",83,44,83
"13706 Sandford Lake Cir, Houston, TX 77077","$1,325,000",Single family residence,5 ,"4,812",29,41,39
"11407 Montverde Ln, Houston, TX 77099","$269,900",Single family residence,3 ,"1,454",43,27,53
"917 W 17th St UNIT C, Houston, TX 77008","$435,000",Single family residence,3 ,"2,258",917,917,917
"13323 Southpoint Ln, Houston, TX 77034","$272,000",Single family residence,3 ,"1,804",9,0,28
"2905 Mooney Rd, Houston, TX 77093","$179,900",Ranch,3 ,"1,102",29,24,45
"13807 Clarks Fork Dr, Houston, TX 77086","$265,000",Single family residence,3 ,"1,575",13807,13807,N/A
"3515 Shadowwalk Dr, Houston, TX 77082","$400,000",Single family residence,4 ,"2,767",3515,3515,3515
"6427 Highland Pine Ln, Houston, TX 77091","$345,000",Single family residence,3 ,"2,088",28,37,33
"14219 Bonney Brier Dr, Houston, TX 77069","$2,495,000",Single family residence,4 ,"5,508",14219,14219,N/A
"8507 San Juanico St, Houston, TX 77044","$589,990",Single family residence,4 ,"3,043",0,0,25
"16914 Sunshine St, Houston, TX 77049","$134,999",Single family residence,4 ,"1,658",16914,16914,N/A
"1310 E 28th St, Houston, TX 77009","$549,900",Single family residence,3 ,"2,346",66,49,63
"903 Walton St, Houston, TX 77009","$590,000",Single family residence,3 ,"2,036",903,903,903
"1538 W 23rd St D, Houston, TX 77008","$455,000",Single family residence,3 ,"2,334",72,36,62
"1323 Ella Pl, Houston, TX 77008","$439,900",Single family residence,3 ,"2,433",50,35,47
"2414 Colton Hollow Dr, Houston, TX 77067","$205,000",Single family residence,3 ,"1,454",14,0,30
"2710 Hullsmith Dr 1303, Houston, TX 77063","$259,900",Townhouse,2 ,"1,501",75,51,48
"2296 Shadowdale Dr 307, Houston, TX 77043","$234,900",Townhouse,3 ,"2,138",2296,2296,2296
"2674 Sailboat Dr, Houston, TX 77058","$389,000",Townhouse,3 ,"2,855",23,0,36
"5437 Larkin St, Houston, TX 77007","$460,000",Townhouse,3 ,"1,917",69,41,52
"6014 Fairdale Ln, Houston, TX 77057","$350,000",Townhouse,3 ,"2,159",6014,6014,6014
"3415 Stanford St, Houston, TX 77006","$489,000",Townhouse,3 ,"2,059",3415,3415,3415
"620 N Eldridge Pkwy 10, Houston, TX 77079","$348,000",Townhouse,2 ,"2,398",620,620,620
"1919 Place Rebecca Ln UNIT H13, Houston, TX 77090","$142,000",Townhouse,2 ,"1,236",1919,1919,N/A
"2307 Berry St, Houston, TX 77004","$475,000",Townhouse,3 ,"2,306",2307,2307,2307
"17824 Kings Park Ln, Houston, TX 77058","$180,000",Townhouse,2 ,"1,350",36,26,50
"6200 W Tidwell Rd APT 305, Houston, TX 77092","$65,000",Townhouse,2 ,"1,133",30,37,35
"3951 Tanglewilde St, Houston, TX 77063","$149,900",Townhouse,2 ,"1,341",71,47,57
"2514 Maxroy St, Houston, TX 77007","$399,000",Townhouse,3 ,"2,367",2514,2514,2514
"3814 Center St, Houston, TX 77007","$402,000",Townhouse,3 ,"1,524",75,46,66
"12220 Beamer Rd, Houston, TX 77089","$179,000",Townhouse,2 ,"1,318",47,28,40
"1421 Springrock Ln 6, Houston, TX 77055","$159,000",Townhouse,2 ,"1,024",1421,1421,1421
"5747 Easthampton Dr UNIT D, Houston, TX 77039","$115,000",Townhouse,3 ,"1,511",31,33,43
"5630 Fairdale Ln APT 1, Houston, TX 77057","$318,000",Townhouse,3 ,"2,226",80,51,50
"6036 Kansas St, Houston, TX 77007","$474,900",Townhouse,3 ,"2,022",29,39,37
"17108 Beaver Springs Dr 8, Houston, TX 77090","$168,000",Townhouse,2 ,"1,440",77,34,50
"1215 Marconi St A, Houston, TX 77019","$515,000",Townhouse,3 ,"2,358",78,42,66
"3415 Robin Rose Ln, Houston, TX 77080","$425,000",Townhouse,3 ,"1,922",3,32,28
"10501 South Dr APT 298, Houston, TX 77099","$78,000",Townhouse,1 ,768,40,30,37
"5821 Sampley Way, Houston, TX 77092","$185,000",Townhouse,2 ,"1,568",5821,5821,5821
"11946 Ramla Place Trl, Houston, TX 77089","$240,000",Townhouse,3 ,"1,435",11946,11946,11946
"6200 W Tidwell Rd APT 1305, Houston, TX 77092","$114,000",Townhouse,2 ,"1,134",30,37,35
"8507 Wilcrest Dr, Houston, TX 77099","$135,000",Townhouse,2 ,"1,428",53,45,42
"9460 Briar Forest Dr, Houston, TX 77063","$550,000",Townhouse,3 ,"2,059",38,34,39
"7903 Bachwood Dr, Houston, TX 77040","$305,000",Townhouse,3 ,"2,332",47,0,41
"11506 Village Place Dr 106, Houston, TX 77077","$225,000",Townhouse,2 ,"1,812",69,48,51
"10600 S Gessner Dr 24, Houston, TX 77031","$84,999",Townhouse,2 ,"1,064",10600,10600,10600
"1004 La Rue St, Houston, TX 77019","$396,000",Townhouse,2 ,"1,931",88,51,67
"626 Augusta Dr 626, Houston, TX 77057","$335,000",Townhouse,2 ,"1,560",626,626,626
"1309 Bingham St UNIT A, Houston, TX 77007","$390,000",Townhouse,3 ,"2,177",66,65,81
"7238 S Dairy Ashford Rd, Houston, TX 77072","$194,700",Townhouse,3 ,"1,824",32,40,35
"1340 Fairview Ave, Houston, TX 77006","$495,000",Townhouse,2 ,"2,768",92,52,73
"722 Augusta Dr, Houston, TX 77057","$285,000",Townhouse,3 ,"1,702",722,722,722
"10762 Craighead Dr, Houston, TX 77025","$420,000",Townhouse,3 ,"2,050",28,37,38
"5524 Beverlyhill St APT 1, Houston, TX 77056","$219,000",Townhouse,2 ,"1,300",79,53,48
"2418 Dorrington St SUITE B, Houston, TX 77030","$430,000",Townhouse,2 ,"2,195",77,63,77
"8536 Dairy View Ln, Houston, TX 77072","$185,000",Townhouse,3 ,"1,566",42,41,43
"14146 Misty Meadow Ln, Houston, TX 77079","$310,000",Townhouse,3 ,"1,936",14146,14146,14146
"8723 Bryam St, Houston, TX 77061","$254,900",Townhouse,3 ,"2,025",33,36,34
"2823 Albany St, Houston, TX 77006","$497,900",Townhouse,3 ,"2,591",91,71,69
"2533 Calumet St, Houston, TX 77004","$410,000",Townhouse,3 ,"2,060",60,48,78
"9117 Imogene St 117, Houston, TX 77036","$120,000",Townhouse,2 ,980,50,45,41
"215 Riley Ln, Houston, TX 77003","$380,000",Townhouse,3 ,"2,039",67,69,76
"7018 Woodridge Square Dr, Houston, TX 77087","$234,900",Townhouse,2 ,"1,448",74,34,51
"8800 Woodway Dr APT 8, Houston, TX 77063","$849,500",Townhouse,3 ,"5,450",48,46,44
"2818 Capitol St, Houston, TX 77003","$435,000",Townhouse,3 ,"2,185",62,64,83
"727 Bunker Hill Rd APT 104, Houston, TX 77024","$500,000",Townhouse,4 ,"2,632",41,31,56
"12984 Greenway Chase Ct 2984, Houston, TX 77072","$165,900",Townhouse,2 ,"1,803",61,38,47
"606 W Pierce St, Houston, TX 77019","$524,000",Townhouse,3 ,"2,717",85,56,66
"2911 Helena St, Houston, TX 77006","$635,000",Townhouse,3 ,"2,761",2911,2911,2911
"2865 Westhollow Dr UNIT 107, Houston, TX 77082","$290,000",Townhouse,4 ,"2,583",39,38,38
"7797 Cook Rd, Houston, TX 77072","$129,900",Townhouse,2 ,"1,024",7797,7797,7797
"7575 Cambridge St APT 1703, Houston, TX 77054","$162,000",Townhouse,1 ,"1,192",40,51,66
"721 Delano St, Houston, TX 77003","$489,500",Townhouse,3 ,"2,811",62,64,83
"1122 Columbus St, Houston, TX 77019","$439,999",Townhouse,3 ,"2,197",1122,1122,1122
"1614 Norfolk St APT B, Houston, TX 77006","$679,900",Townhouse,3 ,"2,822",83,52,64
"2601 Augusta Dr APT 13, Houston, TX 77057","$219,000",Townhouse,2 ,"1,254",83,49,50
"5914 Kirby Dr, Houston, TX 77005","$675,000",Townhouse,3 ,"2,385",88,46,72
"13070 Trail Hollow Dr 7, Houston, TX 77079","$299,999",Townhouse,4 ,"2,274",57,34,46
"3972 Belle Park Dr, Houston, TX 77072","$139,000",Townhouse,2 ,"1,380",29,27,38
"9850 Pagewood Ln APT 107, Houston, TX 77042","$179,800",Townhouse,2 ,"1,520",59,49,53
"14422 Mooreview Ln, Houston, TX 77014","$217,000",Townhouse,3 ,"1,522",51,29,40
"2911 Meadowglen Crst, Houston, TX 77082","$297,000",Townhouse,4 ,"2,328",59,47,45
"201 Vanderpool Ln APT 137, Houston, TX 77024","$729,900",Townhouse,3 ,"3,726",49,41,32
"3300 Taft St UNIT B, Houston, TX 77006","$605,000",Townhouse,3 ,"3,150",90,65,77
"2513 Potomac Dr UNIT B, Houston, TX 77057","$580,000",Townhouse,3 ,"2,126",74,50,59
"727 Bunker Hill Rd APT 112, Houston, TX 77024","$315,000",Townhouse,3 ,"2,016",41,31,56
"5615 Winsome Ln UNIT C, Houston, TX 77057","$469,000",Townhouse,4 ,"2,996",74,51,51
"15600 Barkers Landing Rd APT 12, Houston, TX 77079","$650,000",Townhouse,3 ,"3,411",38,27,60
"1809 Hickory St, Houston, TX 77007","$465,000",Townhouse,3 ,"2,472",1809,1809,1809
"48 Milan Ests, Houston, TX 77056","$560,000",Townhouse,3 ,"2,494",80,53,58
"5857 Valley Forge Dr 110, Houston, TX 77057","$389,000",Townhouse,3 ,"1,872",5857,5857,5857
"1614-1614 Norfolk St A, Houston, TX 77006","$819,000",Townhouse,3 ,"3,337",83,52,64
"8314 Lamond Ln, Houston, TX 77095","$242,000",Townhouse,3 ,"1,637",29,0,36
"7834 Windward Passage St, Houston, TX 77072","$195,000",Townhouse,4 ,"1,412",23,41,32
"6200 W Tidwell Rd APT 2103, Houston, TX 77092","$70,000",Townhouse,2 ,"1,133",30,37,35
"506 Anita St, Houston, TX 77006","$899,900",Townhouse,2 ,"2,921",92,74,70
"5009 Gable Ln, Houston, TX 77066","$253,000",Townhouse,3 ,"1,920",5009,5009,N/A
"5917 Valley Forge Dr APT C, Houston, TX 77057","$525,000",Townhouse,3 ,"2,800",66,38,52
"5807 Valley Forge Dr 97, Houston, TX 77057","$500,000",Townhouse,3 ,"1,722",65,39,51
"2206 Potomac Dr C, Houston, TX 77057","$550,000",Townhouse,3 ,"2,581",75,44,50
"8638 Oakford Dr, Houston, TX 77024","$679,990",Townhouse,3 ,"3,011",35,56,49
"456 Wilcrest Dr, Houston, TX 77042","$229,000",Townhouse,2 ,"1,740",19,29,50
"6514 Minola St, Houston, TX 77007","$850,000",Townhouse,4 ,"3,244",55,39,50
"1608 W Webster St UNIT B, Houston, TX 77019","$575,000",Townhouse,3 ,"2,674",85,70,64
"144 Sugarberry Cir, Houston, TX 77024","$549,000",Townhouse,3 ,"3,030",19,32,25
"7414 Mount St, Houston, TX 77088","$230,000",Townhouse,3 ,"1,669",30,41,39
"201 Vanderpool Ln APT 124, Houston, TX 77024","$553,900",Townhouse,4 ,"2,760",49,41,32
"2020 Mason St, Houston, TX 77006","$495,000",Townhouse,3 ,"2,193",87,67,68
"542 Bomar St, Houston, TX 77006","$525,000",Townhouse,3 ,"2,280",87,57,69
"17 Robita St, Houston, TX 77019","$749,000",Townhouse,3 ,"3,298",70,60,78
"1716 S Gessner Rd, Houston, TX 77063","$323,000",Townhouse,2 ,"2,002",44,43,47
"2012 Rosedale St APT B, Houston, TX 77004","$499,000",Townhouse,3 ,"2,982",73,58,65
"2100 Wilcrest Dr APT 132, Houston, TX 77042","$138,000",Townhouse,2 ,"1,200",62,42,62
"605 W Polk St A, Houston, TX 77019","$546,186",Townhouse,3 ,"2,494",84,54,62
"7410 Mount St, Houston, TX 77088","$230,000",Townhouse,3 ,"1,669",30,41,39
"5634 San Felipe St, Houston, TX 77056","$1,200,000",Townhouse,3 ,"4,147",5634,5634,5634
"7267 Cook Rd, Houston, TX 77072","$145,000",Townhouse,2 ,992,48,39,40
"9031 Briar Forest Dr, Houston, TX 77024","$570,000",Townhouse,3 ,"2,684",19,34,16
"603-603 Link Rd G, Houston, TX 77009","$409,900",Townhouse,3 ,"1,805",72,55,80
"21331 Sierra Point Ln, Porter, TX 77365","$394,939",Townhouse,3 ,"1,604",0,N/A,25
"21459 Llano Grande Blvd, Porter, TX 77365","$336,990",Townhouse,3 ,"1,604",0,N/A,25
"7318 Honey Creek Ln, Porter, TX 77365","$373,810",Townhouse,3 ,"1,604",0,N/A,25
"5000 Longmont Dr APT 9, Houston, TX 77056","$875,000",Townhouse,3 ,"3,053",69,45,53
"2626 W Tidwell Rd B, Houston, TX 77091","$339,000",Townhouse,3 ,"1,642",9,30,30
"5907 Winsome Ln E, Houston, TX 77057","$855,000",Townhouse,3 ,"3,108",85,50,64
"4101 Maggie St 8, Houston, TX 77051","$350,000",Townhouse,3 ,"1,780",50,45,50
"4101 Maggie St 6, Houston, TX 77051","$350,000",Townhouse,3 ,"1,780",50,45,50
"21323 Sierra Point Ln, Porter, TX 77365","$400,706",Townhouse,3 ,"1,754",0,N/A,25
"1917 Potomac Dr UNIT C, Houston, TX 77057","$825,000",Townhouse,3 ,"3,556",75,35,50
"4216 Spencer St, Houston, TX 77007","$545,000",Townhouse,3 ,"2,001",78,48,66
"7223 Greenstone Rdg, Porter, TX 77365","$413,885",Townhouse,3 ,"1,979",0,N/A,25
"1701 Upland Dr APT 150, Houston, TX 77043","$1,000,000",Townhouse,2 ,"1,210",25,29,48
"1701 Upland Dr APT 148, Houston, TX 77043","$1,000,000",Townhouse,2 ,"1,210",25,29,48
"2808 Elm Grove Ct, Humble, TX 77339","$205,000",Townhouse,3 ,"1,408",2808,2808,2808
"638 Wilcrest Dr, Houston, TX 77042","$247,000",Townhouse,2 ,"1,740",40,28,50
"13687 Garden Grove Ct, Houston, TX 77082","$260,000",Townhouse,3 ,"2,079",26,35,37
"8055 Cambridge St APT 35, Houston, TX 77054","$145,000",Townhouse,2 ,888,46,49,87
"12255 Sharpview Dr 205, Houston, TX 77072","$150,000",Townhouse,3 ,"1,136",55,38,42
"666 Wilcrest Dr, Houston, TX 77042","$179,999",Townhouse,2 ,"1,740",666,666,666
"6122 W Airport Blvd, Houston, TX 77035","$158,000",Townhouse,2 ,"1,296",19,40,43
"1347 Chardonnay Dr, Houston, TX 77077","$267,000",Townhouse,3 ,"2,068",1347,1347,1347
"11000 Kinghurst Dr UNIT 106, Houston, TX 77099","$68,950",Townhouse,2 ,"1,008",31,26,45
"2421 Potomac Dr UNIT C, Houston, TX 77057","$435,000",Townhouse,3 ,"2,113",74,50,59
"2209 Sandman St, Houston, TX 77007","$449,000",Townhouse,3 ,"2,452",73,39,68
"8327 Nairn St, Houston, TX 77074","$122,000",Townhouse,3 ,"2,250",8327,8327,8327
"5625 Antoine Dr 309, Houston, TX 77092","$64,900",Townhouse,2 ,"1,131",58,40,49
"7901 Cambridge St APT 23, Houston, TX 77054","$125,000",Townhouse,1 ,627,40,50,86
"3433 Westheimer Rd PENTHOUSE 19W, Houston, TX 77027","$6,900,000",Condominium,4 ,"6,200",69,48,48
"5150 Hidalgo St UNIT 304, Houston, TX 77056","$310,000",Condominium,2 ,"1,427",76,54,50
"9350 Country Creek Dr APT 50, Houston, TX 77036","$64,500",Townhouse,1 ,684,71,42,48
"9797 Leawood Blvd APT 705, Houston, TX 77099","$89,900",Townhouse,2 ,"1,068",66,39,41
"10211 Sugar Branch Dr APT 410, Houston, TX 77036","$100,000",Townhouse,2 ,"1,002",46,43,42
"909 Silber Rd APT 24D, Houston, TX 77024","$110,000",Townhouse,1 ,594,56,50,49
"8100 Creekbend Dr APT 161, Houston, TX 77071","$69,000",Townhouse,2 ,937,37,41,41
"101 Stratford St APT 207, Houston, TX 77006","$186,500",Townhouse,2 ,868,91,73,69
"2001 Bering Dr APT 15G, Houston, TX 77057","$165,000",Townhouse,1 ,957,55,45,48
"1409 Post Oak Blvd UNIT 2204, Houston, TX 77056","$1,199,500",Condominium,3 ,"2,826",87,48,50
"17230 Imperial Valley Dr APT 70, Houston, TX 77060","$105,000",Townhouse,2 ,"1,276",62,53,68
"8100 Creekbend Dr APT 101, Houston, TX 77071","$89,000",Townhouse,3 ,"1,182",37,41,41
"3350 McCue Rd APT 1002, Houston, TX 77056","$399,000",Condominium,2 ,"1,955",64,54,45
"781 Country Place Dr APT 1019, Houston, TX 77079","$135,000",Townhouse,3 ,"1,764",79,27,50
"5625 Antoine Dr APT 606, Houston, TX 77091","$49,995",Townhouse,1 ,725,58,40,49
"3600 Montrose Blvd 103/202, Houston, TX 77006","$329,000",Condominium,2 ,"1,480",3600,3600,3600
"1717 W Webster St UNIT E, Houston, TX 77019","$675,000",Townhouse,3 ,"2,719",87,66,66
"3505 Sage Rd UNIT 602, Houston, TX 77056","$350,000",Condominium,2 ,"1,357",64,55,47
"5200 Weslayan St APT A314, Houston, TX 77005","$239,000",Townhouse,2 ,"1,080",83,45,64
"2400 N Braeswood Blvd APT 109, Houston, TX 77030","$259,000",Townhouse,2 ,"2,264",73,56,88
"4336 Center St, Houston, TX 77007","$380,000",Townhouse,3 ,"1,942",77,49,58
"1403 Blalock Rd APT 1, Houston, TX 77055","$139,900",Townhouse,2 ,"1,276",67,35,67
"2300 Old Spanish Trl APT 2083, Houston, TX 77054","$159,900",Townhouse,1 ,907,50,49,63
"2230 S Piney Point Rd APT 221, Houston, TX 77063","$140,000",Townhouse,1 ,611,39,46,36
"12633 Memorial Dr APT 131, Houston, TX 77024","$229,000",Townhouse,3 ,"1,152",32,37,35
"2205 McKinney St APT 403, Houston, TX 77003","$199,000",Condominium,1 ,789,82,88,70
"4200 Watson St APT 201, Houston, TX 77009","$200,000",Townhouse,1 ,663,72,49,57
"11623 Lakeside Park Dr 72, Houston, TX 77077","$175,000",Townhouse,2 ,"1,812",11623,11623,11623
"16800 Sugar Pine Dr APT D28, Houston, TX 77090","$149,000",Townhouse,2 ,"1,476",48,32,41
"8515 Hearth Dr APT 6, Houston, TX 77054","$110,000",Townhouse,2 ,"1,092",8515,8515,8515
"12550 Whittington Dr 4/408, Houston, TX 77077","$99,500",Townhouse,2 ,975,12550,12550,12550
"2803 Kings Crossing Dr APT 111, Kingwood, TX 77345","$249,900",Townhouse,3 ,"1,480",61,N/A,46
"11201 Lynbrook Dr APT 3508, Houston, TX 77042","$149,500",Townhouse,2 ,"1,108",53,35,57
"8055 Cambridge St APT 63, Houston, TX 77054","$137,700",Townhouse,2 ,975,46,49,87
"7555 Katy Fwy APT 135, Houston, TX 77024","$156,000",Townhouse,1 ,925,38,58,45
"1441 East St UNIT 204, Houston, TX 77007","$229,300",Townhouse,1 ,893,1441,N/A,N/A
"2216 Chenevert St UNIT 11, Houston, TX 77003","$254,900",Townhouse,2 ,"1,517",73,73,63
"8100 Leonora St APT N5, Houston, TX 77061","$70,000",Townhouse,2 ,"1,431",66,49,56
"260 El Dorado Blvd APT 503, Webster, TX 77598","$147,000",Townhouse,2 ,"1,278",70,N/A,49
"5001 Woodway Dr UNIT 404, Houston, TX 77056","$600,000",Condominium,3 ,"1,924",48,44,47
"10001 Westpark Dr APT 67, Houston, TX 77042","$109,995",Townhouse,2 ,"1,052",81,47,54
"1111 Bering Dr UNIT 1303A, Houston, TX 77057","$549,000",Condominium,3 ,"3,494",72,38,63
"7555 Katy Fwy APT 136, Houston, TX 77024","$145,000",Townhouse,1 ,"1,018",38,58,45
"1921 Stoney Brook Dr, Houston, TX 77063","$289,990",Townhouse,3 ,"2,044",73,36,50
"2000 Bagby St APT 9413, Houston, TX 77002","$300,000",Condominium,1 ,"1,346",89,83,56
"3809 N Braeswood Blvd APT 14, Houston, TX 77025","$175,000",Townhouse,2 ,"1,216",55,42,73
"6161 Reims Rd APT 920, Houston, TX 77036","$90,000",Townhouse,2 ,876,64,45,51
"2929 Buffalo Speedway A108, Houston, TX 77098","$399,000",Condominium,2 ,"2,834",85,53,52
"14777 Wunderlich Dr APT 708, Houston, TX 77069","$145,000",Townhouse,1 ,"1,055",29,18,35
"8034 Antoine Dr APT 130, Houston, TX 77088","$72,995",Townhouse,2 ,"1,002",41,35,39
"1211 Caroline St 808, Houston, TX 77002","$459,900",Townhouse,2 ,989,90,88,64
"515 Tallowood Rd UNIT 63, Houston, TX 77024","$285,000",Townhouse,3 ,"1,440",61,43,51
"6500 Harbor Town Dr APT 3106, Houston, TX 77036","$120,000",Townhouse,2 ,"1,108",27,49,42
"3231 Allen Pkwy APT 1106, Houston, TX 77019","$218,900",Townhouse,1 ,580,81,53,92
"1111 Bering Dr UNIT 1102, Houston, TX 77057","$314,999",Condominium,2 ,"1,452",66,40,54
"2814 S Bartell Dr APT 211, Houston, TX 77054","$74,900",Townhouse,1 ,700,52,35,45
"811 Lovett Blvd APT 12, Houston, TX 77006","$345,000",Townhouse,2 ,"1,275",93,60,77
"201 W Rosamond St APT 3, Houston, TX 77076","$99,000",Townhouse,2 ,864,51,41,37
"3302 Audley St SUITE 122, Houston, TX 77098","$399,000",Townhouse,2 ,"1,608",86,54,56
"1409 Chardonnay Dr, Houston, TX 77077","$150,000",Townhouse,3 ,"1,941",23,32,54
"10555 Turtlewood Ct UNIT 1907, Houston, TX 77072","$145,000",Townhouse,2 ,946,46,43,60
"1010 Rosine St APT 306, Houston, TX 77019","$330,000",Condominium,2 ,"1,300",86,52,76
"1515 Sandy Springs Rd 2801, Houston, TX 77042","$139,900",Townhouse,1 ,893,58,32,57
"2216 Chenevert St UNIT 9, Houston, TX 77003","$234,995",Townhouse,2 ,"1,655",73,73,63
"2300 Augusta Dr APT 15, Houston, TX 77057","$175,000",Townhouse,2 ,"1,028",82,47,50
"2111 Welch St APT A211, Houston, TX 77019","$337,900",Townhouse,2 ,"1,252",79,48,60
"7828 Rue Carre St 31, Houston, TX 77074","$159,000",Townhouse,3 ,"1,247",7828,7828,7828
"515 Tallowood Rd UNIT 51, Houston, TX 77024","$309,000",Townhouse,3 ,"1,440",61,43,51
"2626 Holly Hall St APT 506, Houston, TX 77054","$91,000",Townhouse,1 ,664,52,41,73
"2826 S Bartell Dr APT 34, Houston, TX 77054","$87,500",Townhouse,2 ,825,59,38,46
"2110 Wilcrest Dr APT 145, Houston, TX 77042","$105,000",Townhouse,1 ,780,2110,2110,2110
"2200 Willowick Rd UNIT 10K, Houston, TX 77027","$325,000",Condominium,1 ,"1,025",74,46,50
"2001 Holcombe Blvd UNIT 3505, Houston, TX 77030","$525,000",Condominium,2 ,"1,250",47,59,88
"3075 Walnut Bend Ln APT 38, Houston, TX 77042","$95,000",Townhouse,2 ,765,60,48,46
"3525 Sage Rd APT 802, Houston, TX 77056","$177,990",Condominium,1 ,794,61,55,47
"2520 Houston Ave 602A, Houston, TX 77009","$849,000",Condominium,2 ,"1,793",64,55,66
"1701 Hermann Dr 34L, Houston, TX 77004","$1,119,000",Condominium,3 ,"2,082",56,61,72
"2700 Albany St APT 2C, Houston, TX 77006","$350,000",Condominium,1 ,800,89,71,67
"705 Main St UNIT 303, Houston, TX 77002","$205,000",Condominium,1 ,784,99,88,64
"2800 Jeanetta St APT 704, Houston, TX 77063","$92,500",Townhouse,1 ,640,52,51,47
"2121 Hepburn St APT 719, Houston, TX 77054","$97,900",Townhouse,1 ,680,45,44,75
"3525 Sage Rd APT 616, Houston, TX 77056","$230,000",Condominium,2 ,"1,095",61,55,47
"9568 Windswept Ln, Houston, TX 77063","$157,000",Townhouse,3 ,"1,402",66,48,44
"5005 Hidalgo St UNIT 602, Houston, TX 77056","$1,195,000",Condominium,3 ,"3,308",78,54,60
"1901 Post Oak Blvd APT 3406, Houston, TX 77056","$249,900",Condominium,1 ,982,89,52,50
"1100 Uptown Park Blvd UNIT 244, Houston, TX 77056","$2,200,000",Condominium,3 ,"4,885",66,46,49
"2816 S Bartell Dr APT 5, Houston, TX 77054","$112,999",Townhouse,2 ,825,2816,2816,2816
"6200 W Tidwell Rd APT 402, Houston, TX 77092","$80,000",Townhouse,2 ,"1,133",30,37,35
"5220 Weslayan St, Houston, TX 77005","$226,750",Townhouse,2 ,"1,080",83,45,64
"15 Greenway Plz UNIT 6C, Houston, TX 77046","$370,000",Condominium,2 ,"1,262",82,46,57
"3218 Holly Hall St 3218, Houston, TX 77054","$198,000",Townhouse,2 ,"1,600",37,39,58
"3525 Sage Rd APT 318, Houston, TX 77056","$175,000",Condominium,1 ,776,61,55,47
"9700 Leawood Blvd 8/807, Houston, TX 77099","$75,000",Townhouse,1 ,776,62,39,41
"8405 Wilcrest Dr APT 1603, Houston, TX 77072","$70,000",Condominium,2 ,834,43,44,41
"2625 Marilee Ln APT 2, Houston, TX 77057","$139,900",Townhouse,2 ,916,69,50,50
"6804 Westview Dr 2408, Houston, TX 77055","$449,771",Condominium,2 ,"1,702",54,41,54
"9400 Bellaire Blvd UNIT 203, Houston, TX 77036","$228,800",Townhouse,2 ,"1,062",79,44,63
"1409 Post Oak Blvd UNIT 2301, Houston, TX 77056","$1,550,000",Condominium,4 ,"3,079",87,48,50
"1111 Caroline St APT 2814, Houston, TX 77010","$450,000",Condominium,1 ,972,91,100,77
"5150 Hidalgo St UNIT 1004, Houston, TX 77056","$350,000",Condominium,2 ,"1,427",76,54,50
"2200 Willowick Rd UNIT 11F, Houston, TX 77027","$369,000",Condominium,1 ,"1,025",74,46,50
"12500 Sandpiper Dr APT 34, Houston, TX 77035","$75,000",Townhouse,2 ,966,49,41,43
"9700 Leawood Blvd APT 1411, Houston, TX 77099","$96,500",Townhouse,2 ,"1,068",62,39,41
"2300 Old Spanish Trl APT 2066, Houston, TX 77054","$155,000",Townhouse,1 ,838,50,49,63
"6200 W Tidwell Rd APT 2708, Houston, TX 77092","$83,000",Townhouse,3 ,"1,373",30,37,35
"3388 Sage Rd UNIT 902, Houston, TX 77056","$650,000",Condominium,3 ,"2,155",69,55,50
"5801 Winsome Ln UNIT 202, Houston, TX 77057","$244,000",Townhouse,1 ,"1,317",83,51,50
"5925 Almeda Rd UNIT 12908, Houston, TX 77004","$649,000",Condominium,3 ,"1,836",66,52,69
"3505 Sage Rd UNIT 2309, Houston, TX 77056","$346,300",Condominium,2 ,"1,422",64,55,47
"5532 Beverlyhill St APT 2, Houston, TX 77056","$275,000",Townhouse,2 ,"1,428",79,53,48
"4950 Woodway Dr UNIT 406, Houston, TX 77056","$395,000",Condominium,2 ,"2,031",45,43,46
"5150 Hidalgo St UNIT 904, Houston, TX 77056","$325,000",Condominium,2 ,"1,427",76,54,50
"1901 S Voss Rd APT 33, Houston, TX 77057","$210,000",Townhouse,2 ,"1,156",82,33,50
"1207 Grand West Blvd 1F, Katy, TX 77449","$331,680",Townhouse,2 ,"1,078",19,N/A,35
"6804 Westview Dr 1403, Houston, TX 77055","$430,860",Condominium,2 ,"1,869",54,41,54
"3600 Jeanetta St APT 105, Houston, TX 77063","$180,000",Townhouse,2 ,"1,036",68,42,53
"1901 Post Oak Blvd APT 508, Houston, TX 77056","$354,900",Condominium,1 ,"1,137",89,52,50
"3505 Sage Rd UNIT 102, Houston, TX 77056","$289,900",Condominium,2 ,"1,357",64,55,47
"2727 Kirby Dr APT 16C, Houston, TX 77098","$1,300,000",Condominium,2 ,"1,835",93,53,57
"2727 Kirby Dr 18I, Houston, TX 77098","$3,500,000",Condominium,3 ,"4,427",93,53,57
"6955 Turtlewood Dr 515, Houston, TX 77072","$346,500",Townhouse,2 ,918,59,41,67
"6804 Westview Dr 1301, Houston, TX 77055","$410,196",Condominium,2 ,"1,702",54,41,54
"3525 Sage Rd APT 1110, Houston, TX 77056","$239,000",Condominium,2 ,"1,095",61,55,47
"7134 Mapleridge St UNIT 3E, Houston, TX 77081","$268,000",Condominium,2 ,"1,379",81,51,53
